make: `main' is up to date.
tasks, 1, 8.781924, 100000
sections, 1, 0.056035, 100000
sequential, 1, 0.052799, 100000
tasks, 1, 8.882372, 100000
sections, 1, 0.056093, 100000
sequential, 1, 0.052370, 100000
tasks, 1, 7.075550, 100000
sections, 1, 0.056527, 100000
sequential, 1, 0.053197, 100000
tasks, 1, 8.639420, 100000
sections, 1, 0.056163, 100000
sequential, 1, 0.052322, 100000
tasks, 1, 0.421511, 10000
sections, 1, 0.004639, 10000
sequential, 1, 0.004196, 10000
tasks, 1, 0.435598, 10000
sections, 1, 0.004550, 10000
sequential, 1, 0.004254, 10000
tasks, 1, 0.411340, 10000
sections, 1, 0.004730, 10000
sequential, 1, 0.004145, 10000
tasks, 1, 0.419498, 10000
sections, 1, 0.004492, 10000
sequential, 1, 0.004034, 10000
tasks, 1, 0.420354, 10000
sections, 1, 0.004556, 10000
sequential, 1, 0.004128, 10000
tasks, 1, 0.408702, 10000
sections, 1, 0.004613, 10000
sequential, 1, 0.004275, 10000
tasks, 1, 0.418042, 10000
sections, 1, 0.004422, 10000
sequential, 1, 0.004248, 10000
tasks, 1, 0.050696, 10000
sections, 1, 0.004578, 10000
sequential, 1, 0.004164, 10000
tasks, 1, 0.434095, 10000
sections, 1, 0.004327, 10000
sequential, 1, 0.004327, 10000
tasks, 1, 0.044656, 10000
sections, 1, 0.004294, 10000
sequential, 1, 0.003953, 10000
tasks, 1, 0.047260, 10000
sections, 1, 0.004665, 10000
sequential, 1, 0.004084, 10000
tasks, 1, 0.337317, 10000
sections, 1, 0.004487, 10000
sequential, 1, 0.004084, 10000
tasks, 1, 0.426540, 10000
sections, 1, 0.004464, 10000
sequential, 1, 0.004224, 10000
tasks, 1, 0.425335, 10000
sections, 1, 0.004403, 10000
sequential, 1, 0.004074, 10000
tasks, 1, 0.428637, 10000
sections, 1, 0.004379, 10000
sequential, 1, 0.004128, 10000
tasks, 1, 0.429074, 10000
sections, 1, 0.004382, 10000
sequential, 1, 0.004101, 10000
tasks, 1, 0.421145, 10000
sections, 1, 0.004338, 10000
sequential, 1, 0.004014, 10000
tasks, 1, 0.423373, 10000
sections, 1, 0.004537, 10000
sequential, 1, 0.004132, 10000
tasks, 1, 0.418225, 10000
sections, 1, 0.004428, 10000
sequential, 1, 0.004133, 10000
tasks, 1, 0.423566, 10000
sections, 1, 0.004527, 10000
sequential, 1, 0.004230, 10000
tasks, 1, 0.006001, 1000
sections, 1, 0.000337, 1000
sequential, 1, 0.000285, 1000
tasks, 1, 0.005194, 1000
sections, 1, 0.000365, 1000
sequential, 1, 0.000302, 1000
tasks, 1, 0.003329, 1000
sections, 1, 0.000310, 1000
sequential, 1, 0.000277, 1000
tasks, 1, 0.004690, 1000
sections, 1, 0.000326, 1000
sequential, 1, 0.000294, 1000
tasks, 1, 0.006502, 1000
sections, 1, 0.000310, 1000
sequential, 1, 0.000303, 1000
tasks, 1, 0.008601, 1000
sections, 1, 0.000346, 1000
sequential, 1, 0.000302, 1000
tasks, 1, 0.005428, 1000
sections, 1, 0.000311, 1000
sequential, 1, 0.000273, 1000
tasks, 1, 0.006724, 1000
sections, 1, 0.000361, 1000
sequential, 1, 0.000303, 1000
tasks, 1, 0.004999, 1000
sections, 1, 0.000340, 1000
sequential, 1, 0.000319, 1000
tasks, 1, 0.004802, 1000
sections, 1, 0.000325, 1000
sequential, 1, 0.000267, 1000
tasks, 1, 0.011350, 1000
sections, 1, 0.000300, 1000
sequential, 1, 0.000268, 1000
tasks, 1, 0.010477, 1000
sections, 1, 0.000349, 1000
sequential, 1, 0.000306, 1000
tasks, 1, 0.005550, 1000
sections, 1, 0.000359, 1000
sequential, 1, 0.000303, 1000
tasks, 1, 0.004676, 1000
sections, 1, 0.000291, 1000
sequential, 1, 0.000267, 1000
tasks, 1, 0.004836, 1000
sections, 1, 0.000348, 1000
sequential, 1, 0.000308, 1000
tasks, 1, 0.005636, 1000
sections, 1, 0.000297, 1000
sequential, 1, 0.000261, 1000
tasks, 1, 0.004748, 1000
sections, 1, 0.000318, 1000
sequential, 1, 0.000269, 1000
tasks, 1, 0.006144, 1000
sections, 1, 0.000341, 1000
sequential, 1, 0.000304, 1000
tasks, 1, 0.007799, 1000
sections, 1, 0.000352, 1000
sequential, 1, 0.000319, 1000
tasks, 1, 0.007760, 1000
sections, 1, 0.000319, 1000
sequential, 1, 0.000269, 1000
